"INCIDENT","PENALTY","VICTIM","LOCATION","COUNTRY","WHEN","MOON_NIGHT_BEFORE","YEAR","RESULT","GOALS"
"bite","Yellow card","spectator","off field","Uruguay",83,"Half",2004,"Win",1
"spit in the face","yellow card","referee","off field","Uruguay",6,"Full",2004,"Win",2
"bite","Yellow card","spectator","off field","Uruguay",84,"Full",2004,"Win",1
"scratch","Not Caught","journalist","off field","Uruguay",30,"Half",2004,"Draw",0
"finger in the eye","Suspended for several games","spectator","off field","Uruguay",62,"No Moon",2004,"Draw",1
"kick in the butt","Red Card","None","opponent team penalty area","Uruguay",61,"Half",2004,"Win",3
"bite","Yellow card","None","his team penalty area","Uruguay",45,"Full",2004,"Loss",1
"kick in the butt","Suspended for several games","midfielder","off field","Uruguay",54,"No Moon",2004,"Draw",1
"none","None","None","No location","Uruguay",90,"No Moon",2004,"Loss",0
"none","None","None","No location","Uruguay",90,"Half",2004,"Loss",1
"bite","Yellow card","defender","midfield","Uruguay",41,"Full",2005,"Win",1
"none","None","None","No location","Uruguay",90,"No Moon",2005,"Win",1
"bite","Suspended for several games","journalist","off field","Uruguay",85,"Half",2005,"Win",1
"bite","Suspended for several games","goalkeeper","his team penalty area","Uruguay",20,"Half",2005,"Draw",2
"scratch","Red Card","journalist","off field","Uruguay",80,"Full",2005,"Draw",3
"headbutt","Suspended for several games","forward","his team penalty area","Uruguay",37,"Half",2005,"Win",1
"kick in the butt","None","None","midfield","Uruguay",24,"No Moon",2005,"Loss",0
"none","None","None","No location","Uruguay",90,"No Moon",2005,"Win",2
"spit in the face","yellow card","midfielder","midfield","Uruguay",27,"No Moon",2005,"Win",2
"bite","Red Card","referee","midfield","Uruguay",87,"Full",2005,"Win",0
"none","None","None","No location","Uruguay",90,"Full",2005,"Draw",0
"headbutt","Suspended for several games","midfielder","his team penalty area","Uruguay",2,"Half",2005,"Draw",1
"scratch","Yellow card","journalist","off field","Uruguay",32,"Half",2005,"Loss",2
"none","None","None","No location","Uruguay",90,"Full",2005,"Win",4
"kick in the butt","Red Card","goalkeeper","his team penalty area","Uruguay",86,"Half",2005,"Loss",1
"scratch","None","defender","midfield","Uruguay",80,"Full",2005,"Draw",2
"scratch","Red Card","journalist","off field","Uruguay",56,"No Moon",2005,"Win",0
"kick in the butt","Yellow card","spectator","off field","Uruguay",61,"No Moon",2005,"Loss",2
"headbutt","Not Caught","goalkeeper","his team penalty area","Uruguay",61,"No Moon",2005,"Win",0
"bite","Suspended for several games","goalkeeper","opponent team penalty area","Uruguay",17,"Full",2005,"Draw",2
"kick in the butt","Yellow card","goalkeeper","his team penalty area","Uruguay",62,"Full",2005,"Win",2
"spit in the face","yellow card","defender","opponent team penalty area","Uruguay",63,"No Moon",2005,"Draw",3
"bite","Suspended for several games","defender","midfield","Uruguay",81,"Full",2005,"Draw",1
"scratch","Suspended for several games","journalist","off field","Uruguay",66,"Half",2005,"Loss",0
"finger in the eye","Not Caught","None","opponent team penalty area","Uruguay",55,"No Moon",2005,"Draw",0
"headbutt","Suspended for several games","spectator","off field","Uruguay",26,"Half",2005,"Win",1
"none","None","None","No location","Uruguay",90,"Full",2005,"Win",1
"headbutt","Not Caught","referee","his team penalty area","Uruguay",62,"Half",2005,"Loss",2
"bite","Red Card","forward","opponent team penalty area","Uruguay",81,"Half",2005,"Win",0
"headbutt","Not Caught","forward","off field","Uruguay",21,"Full",2005,"Win",0
"finger in the eye","None","journalist","off field","Uruguay",61,"Half",2005,"Loss",0
"none","None","None","No location","Uruguay",90,"Full",2005,"Draw",2
"headbutt","Suspended for several games","defender","off field","Uruguay",79,"No Moon",2005,"Draw",1
"scratch","Not Caught","referee","opponent team penalty area","Uruguay",90,"Half",2005,"Draw",0
"bite","Not Caught","None","opponent team penalty area","Uruguay",43,"No Moon",2005,"Loss",3
"kick in the butt","Not Caught","defender","his team penalty area","Uruguay",0,"No Moon",2005,"Win",1
"finger in the eye","Red Card","goalkeeper","his team penalty area","Uruguay",79,"Half",2005,"Draw",1
"bite","None","journalist","off field","Uruguay",14,"No Moon",2005,"Loss",3
"headbutt","Red Card","referee","midfield","Uruguay",22,"Full",2005,"Win",2
"spit in the face","yellow card","None","off field","Uruguay",1,"Full",2005,"Win",2
"bite","None","None","his team penalty area","Uruguay",84,"Half",2005,"Win",0
"bite","Suspended for several games","forward","opponent team penalty area","Uruguay",88,"No Moon",2005,"Win",1
"bite","Red Card","midfielder","his team penalty area","Uruguay",27,"Half",2005,"Loss",1
"spit in the face","yellow card","None","his team penalty area","Uruguay",71,"Full",2005,"Win",0
"bite","Not Caught","referee","midfield","Uruguay",81,"No Moon",2005,"Win",1
"bite","Suspended for several games","referee","opponent team penalty area","Uruguay",90,"Full",2005,"Loss",1
"spit in the face","yellow card","goalkeeper","opponent team penalty area","Uruguay",82,"Full",2005,"Win",1
"bite","Red Card","None","his team penalty area","Uruguay",31,"Half",2005,"Win",0
"spit in the face","yellow card","spectator","off field","Uruguay",19,"Full",2005,"Win",1
"spit in the face","yellow card","goalkeeper","his team penalty area","Uruguay",2,"Full",2005,"Win",1
"kick in the butt","Not Caught","defender","off field","Uruguay",51,"Half",2005,"Loss",2
"bite","Suspended for several games","referee","opponent team penalty area","Uruguay",48,"No Moon",2005,"Win",2
"headbutt","Not Caught","None","midfield","Uruguay",17,"Half",2005,"Win",1
"none","None","None","No location","Uruguay",90,"Full",2005,"Win",2
"spit in the face","yellow card","spectator","off field","Uruguay",64,"Full",2005,"Loss",2
"spit in the face","yellow card","journalist","off field","Uruguay",58,"No Moon",2005,"Draw",1
"finger in the eye","Red Card","spectator","off field","Uruguay",43,"Full",2005,"Draw",2
"bite","Red Card","forward","off field","Uruguay",42,"Full",2005,"Draw",2
"finger in the eye","Suspended for several games","spectator","off field","Uruguay",0,"No Moon",2005,"Draw",0
"bite","Yellow card","journalist","off field","Uruguay",83,"No Moon",2005,"Loss",1
"none","None","None","No location","Uruguay",90,"Full",2005,"Win",1
"finger in the eye","None","None","his team penalty area","Uruguay",48,"Full",2005,"Loss",2
"kick in the butt","Yellow card","spectator","off field","Uruguay",65,"No Moon",2005,"Draw",1
"finger in the eye","Yellow card","journalist","off field","Uruguay",58,"No Moon",2005,"Win",2
"none","None","None","No location","Uruguay",90,"Half",2005,"Win",1
"finger in the eye","Not Caught","goalkeeper","off field","Uruguay",1,"Half",2005,"Draw",0
"scratch","Suspended for several games","forward","opponent team penalty area","Uruguay",29,"Half",2005,"Loss",2
"spit in the face","yellow card","forward","off field","Uruguay",76,"No Moon",2005,"Win",1
"scratch","Suspended for several games","referee","off field","Uruguay",37,"No Moon",2005,"Draw",1
"headbutt","Not Caught","journalist","off field","Uruguay",58,"Half",2005,"Draw",3
"headbutt","Red Card","goalkeeper","opponent team penalty area","Uruguay",24,"Half",2005,"Draw",2
"kick in the butt","Suspended for several games","defender","off field","Uruguay",43,"Half",2005,"Win",0
"bite","Red Card","journalist","off field","Uruguay",70,"No Moon",2005,"Win",2
"bite","Suspended for several games","None","midfield","Uruguay",42,"Half",2005,"Draw",2
"bite","Suspended for several games","goalkeeper","off field","Uruguay",30,"No Moon",2005,"Win",2
"finger in the eye","Not Caught","None","off field","Uruguay",69,"Half",2005,"Draw",1
"bite","Red Card","journalist","off field","Uruguay",86,"Full",2005,"Draw",0
"none","None","None","No location","Uruguay",90,"No Moon",2005,"Loss",3
"spit in the face","yellow card","forward","off field","Uruguay",17,"Half",2005,"Win",0
"kick in the butt","Not Caught","None","off field","Uruguay",56,"No Moon",2005,"Loss",1
"bite","Suspended for several games","midfielder","opponent team penalty area","Uruguay",85,"Half",2005,"Win",1
"headbutt","Not Caught","forward","his team penalty area","Uruguay",34,"Full",2005,"Win",0
"none","None","None","No location","Uruguay",90,"Full",2005,"Draw",1
"finger in the eye","Yellow card","forward","midfield","Uruguay",44,"Full",2005,"Loss",2
"bite","Yellow card","defender","opponent team penalty area","Uruguay",84,"No Moon",2005,"Loss",0
"bite","Yellow card","defender","his team penalty area","Uruguay",15,"No Moon",2005,"Win",0
"scratch","Suspended for several games","midfielder","off field","Uruguay",33,"Full",2006,"Win",0
"scratch","None","goalkeeper","his team penalty area","Uruguay",18,"Half",2006,"Loss",1
"none","None","None","No location","Uruguay",90,"No Moon",2006,"Draw",1
"kick in the butt","Not Caught","journalist","off field","Uruguay",23,"Half",2006,"Win",0
"headbutt","Yellow card","forward","opponent team penalty area","Uruguay",4,"No Moon",2006,"Loss",0
"finger in the eye","Suspended for several games","None","off field","Uruguay",43,"Half",2006,"Loss",1
"scratch","Not Caught","referee","off field","Uruguay",69,"Full",2006,"Loss",1
"spit in the face","yellow card","journalist","off field","Uruguay",64,"Full",2006,"Win",1
"scratch","Yellow card","forward","midfield","Uruguay",34,"Full",2006,"Win",3
"none","None","None","No location","Uruguay",90,"Full",2006,"Loss",0
"bite","Not Caught","spectator","off field","Uruguay",48,"No Moon",2006,"Loss",1
"kick in the butt","Suspended for several games","forward","his team penalty area","Uruguay",15,"Full",2006,"Loss",1
"scratch","Not Caught","journalist","off field","Uruguay",1,"Full",2006,"Loss",0
"kick in the butt","Suspended for several games","midfielder","off field","Uruguay",42,"Full",2006,"Draw",0
"bite","Suspended for several games","spectator","off field","Uruguay",12,"Full",2006,"Win",2
"bite","Suspended for several games","goalkeeper","midfield","Uruguay",71,"Full",2006,"Draw",1
"none","None","None","No location","Uruguay",90,"No Moon",2006,"Win",0
"kick in the butt","Red Card","journalist","off field","Uruguay",23,"No Moon",2006,"Loss",2
"finger in the eye","Not Caught","forward","off field","Uruguay",60,"No Moon",2006,"Win",2
"finger in the eye","Suspended for several games","defender","off field","Uruguay",26,"No Moon",2006,"Draw",0
"headbutt","Suspended for several games","journalist","off field","Uruguay",59,"Full",2006,"Draw",0
"finger in the eye","Yellow card","journalist","off field","Uruguay",37,"Half",2006,"Draw",0
"spit in the face","yellow card","midfielder","midfield","Uruguay",14,"Full",2006,"Win",2
"spit in the face","yellow card","spectator","off field","Uruguay",65,"Full",2006,"Draw",2
"none","None","None","No location","Uruguay",90,"Half",2006,"Win",2
"kick in the butt","Yellow card","goalkeeper","off field","Uruguay",77,"No Moon",2006,"Win",0
"bite","Yellow card","journalist","off field","Uruguay",38,"Half",2006,"Loss",2
"finger in the eye","Red Card","midfielder","opponent team penalty area","Uruguay",73,"Half",2006,"Loss",0
"spit in the face","yellow card","defender","midfield","Uruguay",18,"Half",2006,"Win",1
"headbutt","Yellow card","midfielder","his team penalty area","Uruguay",9,"Full",2006,"Loss",2
"scratch","Yellow card","referee","opponent team penalty area","Uruguay",14,"Half",2006,"Win",0
"none","None","None","No location","Uruguay",90,"Full",2006,"Win",1
"none","None","None","No location","Uruguay",90,"No Moon",2006,"Win",2
"bite","Red Card","midfielder","off field","Uruguay",4,"Full",2006,"Draw",0
"bite","Not Caught","midfielder","midfield","Uruguay",85,"Half",2006,"Win",2
"kick in the butt","None","midfielder","opponent team penalty area","Uruguay",51,"Full",2006,"Draw",2
"bite","Suspended for several games","forward","off field","Uruguay",89,"Half",2006,"Win",1
"headbutt","Red Card","midfielder","midfield","Uruguay",30,"Half",2006,"Loss",0
"none","None","None","No location","Uruguay",90,"Half",2006,"Draw",1
"finger in the eye","Yellow card","forward","midfield","Uruguay",50,"No Moon",2006,"Loss",3
"spit in the face","yellow card","goalkeeper","midfield","Uruguay",46,"Full",2006,"Draw",0
"bite","Yellow card","journalist","off field","Uruguay",85,"No Moon",2006,"Draw",1
"finger in the eye","Not Caught","journalist","off field","Uruguay",25,"Full",2006,"Draw",2
"kick in the butt","Not Caught","referee","off field","Uruguay",66,"No Moon",2006,"Draw",1
"finger in the eye","Not Caught","midfielder","off field","Uruguay",46,"Full",2006,"Draw",2
"kick in the butt","Not Caught","journalist","off field","Uruguay",64,"No Moon",2006,"Win",0
"none","None","None","No location","Uruguay",90,"Half",2006,"Win",1
"bite","Suspended for several games","goalkeeper","off field","Uruguay",48,"Full",2006,"Win",1
"bite","Not Caught","journalist","off field","Uruguay",80,"Full",2006,"Win",0
"headbutt","None","goalkeeper","off field","Uruguay",57,"No Moon",2006,"Draw",2
"kick in the butt","Red Card","None","opponent team penalty area","Uruguay",90,"Full",2006,"Win",0
"scratch","Suspended for several games","midfielder","opponent team penalty area","Uruguay",33,"Full",2006,"Loss",1
"bite","Yellow card","None","opponent team penalty area","Uruguay",81,"Half",2006,"Draw",1
"bite","Yellow card","forward","his team penalty area","Uruguay",25,"No Moon",2006,"Loss",0
"finger in the eye","Yellow card","spectator","off field","Uruguay",72,"Full",2006,"Draw",1
"finger in the eye","Not Caught","None","midfield","Uruguay",56,"Full",2006,"Win",1
"bite","Red Card","midfielder","off field","Uruguay",21,"No Moon",2006,"Draw",0
"bite","None","spectator","off field","Uruguay",84,"Full",2006,"Win",1
"spit in the face","yellow card","spectator","off field","Uruguay",36,"Half",2006,"Loss",1
"none","None","None","No location","Uruguay",90,"No Moon",2006,"Draw",0
"spit in the face","yellow card","None","his team penalty area","Uruguay",41,"Half",2006,"Draw",0
"bite","Red Card","journalist","off field","Uruguay",83,"Full",2006,"Win",0
"none","None","None","No location","Uruguay",90,"No Moon",2006,"Win",2
"spit in the face","yellow card","referee","opponent team penalty area","Uruguay",57,"No Moon",2006,"Win",1
"scratch","Not Caught","midfielder","his team penalty area","Uruguay",77,"No Moon",2006,"Loss",0
"finger in the eye","Yellow card","journalist","off field","Uruguay",9,"No Moon",2006,"Draw",2
"kick in the butt","Suspended for several games","midfielder","his team penalty area","Uruguay",38,"No Moon",2006,"Win",0
"kick in the butt","Yellow card","defender","opponent team penalty area","Uruguay",39,"Half",2006,"Draw",1
"bite","Red Card","referee","off field","Uruguay",84,"No Moon",2006,"Draw",0
"spit in the face","yellow card","journalist","off field","Uruguay",60,"Half",2006,"Win",0
"scratch","Red Card","journalist","off field","Uruguay",7,"Half",2006,"Draw",0
"headbutt","Yellow card","forward","midfield","Uruguay",10,"No Moon",2006,"Draw",2
"none","None","None","No location","Uruguay",90,"No Moon",2006,"Win",3
"headbutt","Suspended for several games","goalkeeper","off field","Uruguay",45,"No Moon",2006,"Win",1
"bite","Not Caught","None","opponent team penalty area","Uruguay",85,"Half",2006,"Draw",0
"none","None","None","No location","Uruguay",90,"Full",2006,"Win",1
"kick in the butt","None","journalist","off field","Uruguay",21,"Full",2006,"Win",2
"finger in the eye","Red Card","goalkeeper","midfield","Uruguay",47,"Half",2006,"Win",1
"scratch","Red Card","journalist","off field","Netherlands",16,"Full",2006,"Win",1
"chestbutt","None","goalkeeper","midfield","Netherlands",60,"Full",2006,"Win",1
"headbutt","None","forward","his team penalty area","Netherlands",41,"Half",2006,"Draw",2
"chestbutt","Not Caught","forward","off field","Netherlands",52,"Full",2006,"Loss",2
"none","None","None","No location","Netherlands",90,"No Moon",2006,"Win",0
"scratch","Not Caught","journalist","off field","Netherlands",42,"Half",2006,"Win",0
"scratch","Red Card","goalkeeper","off field","Netherlands",34,"Full",2006,"Loss",0
"chestbutt","Not Caught","forward","his team penalty area","Netherlands",4,"Full",2006,"Loss",0
"none","None","None","No location","Netherlands",90,"Full",2006,"Win",3
"spit in the face","yellow card","defender","off field","Netherlands",67,"Half",2006,"Draw",1
"chestbutt","Suspended for several games","journalist","off field","Netherlands",48,"Full",2006,"Win",1
"none","None","None","No location","Netherlands",90,"Half",2006,"Win",1
"spit in the face","yellow card","spectator","off field","Netherlands",77,"Half",2006,"Draw",1
"bite","Not Caught","None","his team penalty area","Netherlands",80,"Full",2006,"Draw",0
"bite","Yellow card","goalkeeper","his team penalty area","Netherlands",86,"No Moon",2006,"Draw",2
"none","None","None","No location","Netherlands",90,"Half",2006,"Win",1
"bite","Yellow card","spectator","off field","Netherlands",90,"Half",2006,"Draw",0
"headbutt","Not Caught","forward","off field","Netherlands",4,"Half",2006,"Loss",3
"bite","Not Caught","goalkeeper","midfield","Netherlands",88,"Full",2006,"Draw",2
"spit in the face","yellow card","referee","his team penalty area","Netherlands",27,"Half",2006,"Loss",0
"bite","None","midfielder","his team penalty area","Netherlands",84,"No Moon",2006,"Win",0
"chestbutt","Not Caught","forward","opponent team penalty area","Netherlands",79,"Full",2006,"Draw",2
"bite","Suspended for several games","goalkeeper","opponent team penalty area","Netherlands",82,"Full",2006,"Draw",3
"scratch","Red Card","defender","off field","Netherlands",67,"Full",2006,"Win",0
"none","None","None","No location","Netherlands",90,"Full",2006,"Win",0
"kick in the butt","Suspended for several games","goalkeeper","off field","Netherlands",35,"No Moon",2006,"Win",4
"none","None","None","No location","Netherlands",90,"No Moon",2007,"Loss",0
"finger in the eye","Not Caught","journalist","off field","Netherlands",26,"Full",2007,"Win",0
"bite","Yellow card","midfielder","midfield","Netherlands",88,"Full",2007,"Win",2
"none","None","None","No location","Netherlands",90,"Full",2007,"Win",0
"none","None","None","No location","Netherlands",90,"Half",2007,"Win",2
"none","None","None","No location","Netherlands",90,"Half",2007,"Loss",0
"kick in the butt","Not Caught","spectator","off field","Netherlands",53,"Half",2007,"Win",1
"scratch","Suspended for several games","forward","off field","Netherlands",6,"Full",2007,"Loss",1
"none","None","None","No location","Netherlands",90,"Half",2007,"Win",1
"bite","Suspended for several games","defender","off field","Netherlands",89,"Full",2007,"Draw",1
"none","None","None","No location","Netherlands",90,"No Moon",2007,"Win",1
"scratch","Red Card","defender","off field","Netherlands",70,"Full",2007,"Win",0
"finger in the eye","Not Caught","journalist","off field","Netherlands",29,"Half",2007,"Loss",2
"finger in the eye","Not Caught","forward","his team penalty area","Netherlands",47,"Full",2007,"Draw",2
"scratch","Suspended for several games","defender","opponent team penalty area","Netherlands",10,"Half",2007,"Draw",2
"chestbutt","None","forward","midfield","Netherlands",52,"Full",2007,"Win",0
"scratch","Yellow card","forward","off field","Netherlands",90,"Half",2007,"Draw",1
"kick in the butt","Not Caught","spectator","off field","Netherlands",57,"Half",2007,"Win",3
"headbutt","None","midfielder","opponent team penalty area","Netherlands",84,"Full",2007,"Draw",2
"none","None","None","No location","Netherlands",90,"Half",2007,"Win",1
"spit in the face","yellow card","spectator","off field","Netherlands",36,"Full",2007,"Win",1
"none","None","None","No location","Netherlands",90,"No Moon",2007,"Loss",1
"spit in the face","yellow card","referee","off field","Netherlands",83,"Full",2007,"Loss",0
"none","None","None","No location","Netherlands",90,"No Moon",2007,"Loss",2
"spit in the face","yellow card","midfielder","his team penalty area","Netherlands",7,"Full",2007,"Win",2
"none","None","None","No location","Netherlands",90,"Half",2007,"Draw",2
"spit in the face","yellow card","midfielder","midfield","Netherlands",32,"No Moon",2007,"Win",2
"scratch","Yellow card","spectator","off field","Netherlands",19,"Full",2007,"Loss",0
"kick in the butt","Red Card","referee","opponent team penalty area","Netherlands",9,"Full",2007,"Loss",0
"spit in the face","yellow card","journalist","off field","Netherlands",34,"Full",2007,"Draw",1
"none","None","None","No location","Netherlands",90,"No Moon",2007,"Win",2
"none","None","None","No location","Netherlands",90,"No Moon",2007,"Draw",1
"bite","Yellow card","referee","midfield","Netherlands",89,"No Moon",2007,"Draw",0
"finger in the eye","Red Card","midfielder","opponent team penalty area","Netherlands",90,"Full",2007,"Loss",1
"bite","Red Card","defender","his team penalty area","Netherlands",85,"Full",2007,"Draw",0
"kick in the butt","Not Caught","forward","midfield","Netherlands",58,"Half",2007,"Win",1
"chestbutt","Yellow card","journalist","off field","Netherlands",73,"Full",2007,"Draw",2
"finger in the eye","Suspended for several games","journalist","off field","Netherlands",70,"Full",2007,"Loss",1
"chestbutt","Not Caught","None","his team penalty area","Netherlands",41,"Full",2007,"Win",0
"chestbutt","None","spectator","off field","Netherlands",40,"Half",2007,"Draw",0
"headbutt","Yellow card","defender","opponent team penalty area","Netherlands",71,"Half",2007,"Draw",1
"finger in the eye","Suspended for several games","forward","off field","Netherlands",50,"No Moon",2007,"Win",0
"none","None","None","No location","Netherlands",90,"Half",2007,"Draw",2
"none","None","None","No location","Netherlands",90,"Full",2007,"Draw",1
"chestbutt","Yellow card","midfielder","his team penalty area","Netherlands",2,"Full",2007,"Win",1
"none","None","None","No location","Netherlands",90,"Half",2007,"Draw",3
"none","None","None","No location","Netherlands",90,"Half",2007,"Win",2
"finger in the eye","None","journalist","off field","Netherlands",78,"Full",2007,"Loss",3
"none","None","None","No location","Netherlands",90,"Half",2007,"Draw",1
"kick in the butt","Not Caught","spectator","off field","Netherlands",82,"Full",2007,"Win",1
"headbutt","Suspended for several games","spectator","off field","Netherlands",7,"Full",2007,"Loss",3
"none","None","None","No location","Netherlands",90,"No Moon",2007,"Draw",3
"chestbutt","Yellow card","spectator","off field","Netherlands",11,"Half",2007,"Draw",1
"chestbutt","Suspended for several games","defender","off field","Netherlands",61,"No Moon",2007,"Draw",1
"none","None","None","No location","Netherlands",90,"Half",2007,"Win",1
"none","None","None","No location","Netherlands",90,"Full",2007,"Draw",0
"headbutt","Red Card","None","his team penalty area","Netherlands",65,"Half",2007,"Win",1
"spit in the face","yellow card","journalist","off field","Netherlands",64,"Full",2007,"Win",0
"none","None","None","No location","Netherlands",90,"No Moon",2007,"Draw",1
"bite","Not Caught","None","off field","Netherlands",82,"Half",2007,"Win",1
"bite","Suspended for several games","defender","opponent team penalty area","Netherlands",84,"Full",2007,"Draw",1
"chestbutt","Suspended for several games","journalist","off field","Netherlands",17,"Full",2007,"Loss",0
"finger in the eye","None","defender","his team penalty area","Netherlands",4,"No Moon",2007,"Win",1
"chestbutt","Red Card","goalkeeper","his team penalty area","Netherlands",69,"Full",2007,"Win",1
"none","None","None","No location","Netherlands",90,"Full",2007,"Loss",2
"scratch","Not Caught","midfielder","midfield","Netherlands",24,"Half",2007,"Loss",2
"kick in the butt","Red Card","goalkeeper","opponent team penalty area","Netherlands",30,"No Moon",2007,"Draw",2
"headbutt","Red Card","goalkeeper","his team penalty area","Netherlands",8,"No Moon",2007,"Draw",2
"bite","None","referee","opponent team penalty area","Netherlands",81,"No Moon",2007,"Loss",1
"none","None","None","No location","Netherlands",90,"Full",2007,"Win",0
"none","None","None","No location","Netherlands",90,"Full",2007,"Loss",2
"chestbutt","Yellow card","journalist","off field","Netherlands",9,"Full",2007,"Draw",0
"bite","None","defender","his team penalty area","Netherlands",85,"Full",2007,"Draw",1
"none","None","None","No location","Netherlands",90,"Full",2007,"Win",2
"headbutt","Red Card","midfielder","opponent team penalty area","Netherlands",62,"Half",2007,"Win",1
"scratch","None","forward","opponent team penalty area","Netherlands",2,"Full",2007,"Draw",1
"chestbutt","Not Caught","midfielder","opponent team penalty area","Netherlands",82,"Full",2007,"Win",1
"bite","None","None","opponent team penalty area","Netherlands",89,"Full",2007,"Win",0
"chestbutt","Not Caught","spectator","off field","Netherlands",21,"Full",2007,"Loss",2
"scratch","Yellow card","spectator","off field","Netherlands",74,"No Moon",2007,"Loss",0
"scratch","Red Card","defender","off field","Netherlands",44,"Half",2007,"Loss",1
"bite","Yellow card","spectator","off field","Netherlands",82,"Full",2007,"Loss",0
"bite","None","goalkeeper","off field","Netherlands",89,"Full",2007,"Win",0
"none","None","None","No location","Netherlands",90,"Full",2007,"Win",1
"spit in the face","yellow card","referee","opponent team penalty area","Netherlands",60,"No Moon",2007,"Loss",0
"bite","None","defender","opponent team penalty area","Netherlands",84,"Half",2007,"Draw",3
"scratch","Red Card","referee","off field","Netherlands",10,"Full",2007,"Win",1
"spit in the face","yellow card","referee","off field","Netherlands",52,"No Moon",2007,"Win",2
"spit in the face","yellow card","spectator","off field","Netherlands",76,"Full",2007,"Win",0
"bite","Yellow card","spectator","off field","Netherlands",90,"Full",2007,"Win",3
"bite","Not Caught","referee","opponent team penalty area","Netherlands",89,"No Moon",2008,"Loss",1
"none","None","None","No location","Netherlands",90,"No Moon",2008,"Draw",0
"headbutt","Yellow card","goalkeeper","midfield","Netherlands",33,"Half",2008,"Win",3
"headbutt","None","forward","his team penalty area","Netherlands",88,"No Moon",2008,"Win",0
"spit in the face","yellow card","midfielder","opponent team penalty area","Netherlands",42,"Full",2008,"Draw",1
"none","None","None","No location","Netherlands",90,"Half",2008,"Draw",1
"chestbutt","Yellow card","spectator","off field","Netherlands",17,"Half",2008,"Win",3
"bite","None","goalkeeper","his team penalty area","Netherlands",83,"Half",2008,"Draw",0
"chestbutt","Suspended for several games","journalist","off field","Netherlands",71,"Half",2008,"Draw",1
"kick in the butt","Yellow card","midfielder","off field","Netherlands",5,"No Moon",2008,"Draw",2
"chestbutt","Yellow card","None","off field","Netherlands",26,"No Moon",2008,"Win",0
"none","None","None","No location","Netherlands",90,"Full",2008,"Loss",3
"none","None","None","No location","Netherlands",90,"Full",2008,"Win",0
"headbutt","None","midfielder","midfield","Netherlands",66,"Half",2008,"Win",1
"spit in the face","yellow card","goalkeeper","midfield","Netherlands",61,"Half",2008,"Draw",1
"none","None","None","No location","Netherlands",90,"Full",2008,"Loss",0
"finger in the eye","Suspended for several games","midfielder","opponent team penalty area","Netherlands",17,"Full",2008,"Loss",0
"scratch","Suspended for several games","referee","midfield","Netherlands",75,"Full",2008,"Loss",0
"finger in the eye","Yellow card","defender","his team penalty area","Netherlands",34,"Full",2008,"Loss",0
"none","None","None","No location","Netherlands",90,"Full",2008,"Loss",0
"headbutt","Yellow card","defender","opponent team penalty area","Netherlands",89,"Half",2008,"Loss",3
"none","None","None","No location","Netherlands",90,"Half",2008,"Win",0
"bite","Red Card","defender","off field","Netherlands",84,"Half",2008,"Draw",0
"chestbutt","Not Caught","defender","off field","Netherlands",38,"No Moon",2008,"Draw",2
"none","None","None","No location","Netherlands",90,"Full",2008,"Win",3
"finger in the eye","Red Card","defender","off field","Netherlands",76,"No Moon",2008,"Win",1
"chestbutt","Red Card","defender","midfield","Netherlands",24,"Half",2008,"Win",3
"none","None","None","No location","Netherlands",90,"Half",2008,"Loss",1
"headbutt","Not Caught","defender","his team penalty area","Netherlands",47,"No Moon",2008,"Draw",2
"bite","Not Caught","journalist","off field","Netherlands",87,"Full",2008,"Win",1
"headbutt","Suspended for several games","defender","midfield","Netherlands",9,"Half",2008,"Draw",1
"spit in the face","yellow card","midfielder","midfield","Netherlands",82,"No Moon",2008,"Draw",1
"chestbutt","Suspended for several games","defender","opponent team penalty area","Netherlands",2,"No Moon",2008,"Loss",0
"headbutt","Red Card","forward","his team penalty area","Netherlands",17,"Full",2008,"Win",2
"none","None","None","No location","Netherlands",90,"No Moon",2008,"Loss",2
"headbutt","None","None","his team penalty area","Netherlands",36,"Half",2008,"Win",1
"kick in the butt","Not Caught","spectator","off field","Netherlands",49,"Full",2008,"Loss",0
"finger in the eye","None","goalkeeper","off field","Netherlands",63,"No Moon",2008,"Win",3
"kick in the butt","Not Caught","goalkeeper","opponent team penalty area","Netherlands",72,"Half",2008,"Win",1
"bite","Red Card","spectator","off field","Netherlands",90,"Half",2008,"Loss",3
"none","None","None","No location","Netherlands",90,"Full",2008,"Draw",0
"none","None","None","No location","Netherlands",90,"No Moon",2008,"Win",0
"finger in the eye","None","defender","midfield","Netherlands",19,"Full",2008,"Win",3
"none","None","None","No location","Netherlands",90,"Full",2008,"Win",0
"spit in the face","yellow card","defender","off field","Netherlands",81,"Full",2008,"Win",2
"bite","Suspended for several games","goalkeeper","his team penalty area","Netherlands",87,"Full",2008,"Win",2
"bite","Red Card","midfielder","midfield","Netherlands",84,"Full",2008,"Draw",2
"scratch","Red Card","defender","midfield","Netherlands",0,"No Moon",2008,"Draw",0
"spit in the face","yellow card","referee","off field","Netherlands",68,"Full",2008,"Loss",2
"scratch","Not Caught","goalkeeper","off field","Netherlands",85,"Full",2008,"Loss",1
"finger in the eye","Red Card","forward","midfield","Netherlands",2,"No Moon",2008,"Win",1
"none","None","None","No location","Netherlands",90,"Full",2008,"Draw",1
"headbutt","Suspended for several games","referee","his team penalty area","Netherlands",29,"Full",2008,"Draw",3
