ID,INCIDENT,PENALTY,VICTIM,LOCATION,COUNTRY,WHEN,MOON_NIGHT_BEFORE,YEAR,RESULT,GOALS
1070,bite,Red Card,forward,opponent team penalty area,Uruguay,81,Half,2005,Win,0
1071,not bite,Not Caught,forward,off field,Uruguay,21,Full,2005,Win,0
1072,not bite,None,journalist,off field,Uruguay,61,Half,2005,Loss,0
1073,not bite,None,None,No location,Uruguay,90,Full,2005,Draw,2
1074,not bite,Suspended for several games,defender,off field,Uruguay,79,No Moon,2005,Draw,1
1075,not bite,Not Caught,referee,opponent team penalty area,Uruguay,90,Half,2005,Draw,0
1076,bite,Not Caught,None,opponent team penalty area,Uruguay,43,No Moon,2005,Loss,3
1077,not bite,Not Caught,defender,his team penalty area,Uruguay,0,No Moon,2005,Win,1
1078,not bite,Red Card,goalkeeper,his team penalty area,Uruguay,79,Half,2005,Draw,1
1079,bite,None,journalist,off field,Uruguay,14,No Moon,2005,Loss,3
1080,not bite,Red Card,referee,midfield,Uruguay,22,Full,2005,Win,2
1081,not bite,yellow card,None,off field,Uruguay,1,Full,2005,Win,2
1082,bite,None,None,his team penalty area,Uruguay,84,Half,2005,Win,0
1083,bite,Suspended for several games,forward,opponent team penalty area,Uruguay,88,No Moon,2005,Win,1
1084,bite,Red Card,midfielder,his team penalty area,Uruguay,27,Half,2005,Loss,1
1085,not bite,yellow card,None,his team penalty area,Uruguay,71,Full,2005,Win,0
1086,bite,Not Caught,referee,midfield,Uruguay,81,No Moon,2005,Win,1
1087,bite,Suspended for several games,referee,opponent team penalty area,Uruguay,90,Full,2005,Loss,1
1088,not bite,yellow card,goalkeeper,opponent team penalty area,Uruguay,82,Full,2005,Win,1
1089,bite,Red Card,None,his team penalty area,Uruguay,31,Half,2005,Win,0
1090,not bite,yellow card,spectator,off field,Uruguay,19,Full,2005,Win,1
1091,not bite,yellow card,goalkeeper,his team penalty area,Uruguay,2,Full,2005,Win,1
1092,not bite,Not Caught,defender,off field,Uruguay,51,Half,2005,Loss,2
1093,bite,Suspended for several games,referee,opponent team penalty area,Uruguay,48,No Moon,2005,Win,2
1094,not bite,Not Caught,None,midfield,Uruguay,17,Half,2005,Win,1
1095,not bite,None,None,No location,Uruguay,90,Full,2005,Win,2
1096,not bite,yellow card,spectator,off field,Uruguay,64,Full,2005,Loss,2
1097,not bite,yellow card,journalist,off field,Uruguay,58,No Moon,2005,Draw,1
1098,not bite,Red Card,spectator,off field,Uruguay,43,Full,2005,Draw,2
1099,bite,Red Card,forward,off field,Uruguay,42,Full,2005,Draw,2
1100,not bite,Suspended for several games,spectator,off field,Uruguay,0,No Moon,2005,Draw,0
1101,bite,Yellow card,journalist,off field,Uruguay,83,No Moon,2005,Loss,1
1102,not bite,None,None,No location,Uruguay,90,Full,2005,Win,1
1103,not bite,None,None,his team penalty area,Uruguay,48,Full,2005,Loss,2
1104,not bite,Yellow card,spectator,off field,Uruguay,65,No Moon,2005,Draw,1
1105,not bite,Yellow card,journalist,off field,Uruguay,58,No Moon,2005,Win,2
1106,not bite,None,None,No location,Uruguay,90,Half,2005,Win,1
1107,not bite,Not Caught,goalkeeper,off field,Uruguay,1,Half,2005,Draw,0
1108,not bite,Suspended for several games,forward,opponent team penalty area,Uruguay,29,Half,2005,Loss,2
1109,not bite,yellow card,forward,off field,Uruguay,76,No Moon,2005,Win,1
1110,not bite,Suspended for several games,referee,off field,Uruguay,37,No Moon,2005,Draw,1
1111,not bite,Not Caught,journalist,off field,Uruguay,58,Half,2005,Draw,3
1112,not bite,Red Card,goalkeeper,opponent team penalty area,Uruguay,24,Half,2005,Draw,2
1113,not bite,Suspended for several games,defender,off field,Uruguay,43,Half,2005,Win,0
1114,bite,Red Card,journalist,off field,Uruguay,70,No Moon,2005,Win,2
1115,bite,Suspended for several games,None,midfield,Uruguay,42,Half,2005,Draw,2
1116,bite,Suspended for several games,goalkeeper,off field,Uruguay,30,No Moon,2005,Win,2
1117,not bite,Not Caught,None,off field,Uruguay,69,Half,2005,Draw,1
1118,bite,Red Card,journalist,off field,Uruguay,86,Full,2005,Draw,0
1119,not bite,None,None,No location,Uruguay,90,No Moon,2005,Loss,3
1120,not bite,yellow card,forward,off field,Uruguay,17,Half,2005,Win,0
1121,not bite,Not Caught,None,off field,Uruguay,56,No Moon,2005,Loss,1
1122,bite,Suspended for several games,midfielder,opponent team penalty area,Uruguay,85,Half,2005,Win,1
1123,not bite,Not Caught,forward,his team penalty area,Uruguay,34,Full,2005,Win,0
1124,not bite,None,None,No location,Uruguay,90,Full,2005,Draw,1
1125,not bite,Yellow card,forward,midfield,Uruguay,44,Full,2005,Loss,2
1126,bite,Yellow card,defender,opponent team penalty area,Uruguay,84,No Moon,2005,Loss,0
1127,bite,Yellow card,defender,his team penalty area,Uruguay,15,No Moon,2005,Win,0
1128,not bite,Suspended for several games,midfielder,off field,Uruguay,33,Full,2006,Win,0
1129,not bite,None,goalkeeper,his team penalty area,Uruguay,18,Half,2006,Loss,1
1130,not bite,None,None,No location,Uruguay,90,No Moon,2006,Draw,1
1131,not bite,Not Caught,journalist,off field,Uruguay,23,Half,2006,Win,0
1132,not bite,Yellow card,forward,opponent team penalty area,Uruguay,4,No Moon,2006,Loss,0
1133,not bite,Suspended for several games,None,off field,Uruguay,43,Half,2006,Loss,1
1134,not bite,Not Caught,referee,off field,Uruguay,69,Full,2006,Loss,1
1135,not bite,yellow card,journalist,off field,Uruguay,64,Full,2006,Win,1
1136,not bite,Yellow card,forward,midfield,Uruguay,34,Full,2006,Win,3
1137,not bite,None,None,No location,Uruguay,90,Full,2006,Loss,0
1138,bite,Not Caught,spectator,off field,Uruguay,48,No Moon,2006,Loss,1
1139,not bite,Suspended for several games,forward,his team penalty area,Uruguay,15,Full,2006,Loss,1
1140,not bite,Not Caught,journalist,off field,Uruguay,1,Full,2006,Loss,0
1141,not bite,Suspended for several games,midfielder,off field,Uruguay,42,Full,2006,Draw,0
1142,bite,Suspended for several games,spectator,off field,Uruguay,12,Full,2006,Win,2
1143,bite,Suspended for several games,goalkeeper,midfield,Uruguay,71,Full,2006,Draw,1
1144,not bite,None,None,No location,Uruguay,90,No Moon,2006,Win,0
1145,not bite,Red Card,journalist,off field,Uruguay,23,No Moon,2006,Loss,2
1146,not bite,Not Caught,forward,off field,Uruguay,60,No Moon,2006,Win,2
1147,not bite,Suspended for several games,defender,off field,Uruguay,26,No Moon,2006,Draw,0
1148,not bite,Suspended for several games,journalist,off field,Uruguay,59,Full,2006,Draw,0
1149,not bite,Yellow card,journalist,off field,Uruguay,37,Half,2006,Draw,0
1150,not bite,yellow card,midfielder,midfield,Uruguay,14,Full,2006,Win,2
1151,not bite,yellow card,spectator,off field,Uruguay,65,Full,2006,Draw,2
1152,not bite,None,None,No location,Uruguay,90,Half,2006,Win,2
1153,not bite,Yellow card,goalkeeper,off field,Uruguay,77,No Moon,2006,Win,0
1154,bite,Yellow card,journalist,off field,Uruguay,38,Half,2006,Loss,2
1155,not bite,Red Card,midfielder,opponent team penalty area,Uruguay,73,Half,2006,Loss,0
1156,not bite,yellow card,defender,midfield,Uruguay,18,Half,2006,Win,1
1157,not bite,Yellow card,midfielder,his team penalty area,Uruguay,9,Full,2006,Loss,2
1158,not bite,Yellow card,referee,opponent team penalty area,Uruguay,14,Half,2006,Win,0
1159,not bite,None,None,No location,Uruguay,90,Full,2006,Win,1
1160,not bite,None,None,No location,Uruguay,90,No Moon,2006,Win,2
1161,bite,Red Card,midfielder,off field,Uruguay,4,Full,2006,Draw,0
1162,bite,Not Caught,midfielder,midfield,Uruguay,85,Half,2006,Win,2
1163,not bite,None,midfielder,opponent team penalty area,Uruguay,51,Full,2006,Draw,2
1164,bite,Suspended for several games,forward,off field,Uruguay,89,Half,2006,Win,1
1165,not bite,Red Card,midfielder,midfield,Uruguay,30,Half,2006,Loss,0
1166,not bite,None,None,No location,Uruguay,90,Half,2006,Draw,1
1167,not bite,Yellow card,forward,midfield,Uruguay,50,No Moon,2006,Loss,3
1168,not bite,yellow card,goalkeeper,midfield,Uruguay,46,Full,2006,Draw,0
1169,bite,Yellow card,journalist,off field,Uruguay,85,No Moon,2006,Draw,1
1170,not bite,Not Caught,journalist,off field,Uruguay,25,Full,2006,Draw,2
1171,not bite,Not Caught,referee,off field,Uruguay,66,No Moon,2006,Draw,1
1172,not bite,Not Caught,midfielder,off field,Uruguay,46,Full,2006,Draw,2
1173,not bite,Not Caught,journalist,off field,Uruguay,64,No Moon,2006,Win,0
1174,not bite,None,None,No location,Uruguay,90,Half,2006,Win,1
1175,bite,Suspended for several games,goalkeeper,off field,Uruguay,48,Full,2006,Win,1
1176,bite,Not Caught,journalist,off field,Uruguay,80,Full,2006,Win,0
1177,not bite,None,goalkeeper,off field,Uruguay,57,No Moon,2006,Draw,2
1178,not bite,Red Card,None,opponent team penalty area,Uruguay,90,Full,2006,Win,0
1179,not bite,Suspended for several games,midfielder,opponent team penalty area,Uruguay,33,Full,2006,Loss,1
1180,bite,Yellow card,None,opponent team penalty area,Uruguay,81,Half,2006,Draw,1
1181,bite,Yellow card,forward,his team penalty area,Uruguay,25,No Moon,2006,Loss,0
1182,not bite,Yellow card,spectator,off field,Uruguay,72,Full,2006,Draw,1
1183,not bite,Not Caught,None,midfield,Uruguay,56,Full,2006,Win,1
1184,bite,Red Card,midfielder,off field,Uruguay,21,No Moon,2006,Draw,0
1185,bite,None,spectator,off field,Uruguay,84,Full,2006,Win,1
1186,not bite,yellow card,spectator,off field,Uruguay,36,Half,2006,Loss,1
1187,not bite,None,None,No location,Uruguay,90,No Moon,2006,Draw,0
1188,not bite,yellow card,None,his team penalty area,Uruguay,41,Half,2006,Draw,0
1189,bite,Red Card,journalist,off field,Uruguay,83,Full,2006,Win,0
1190,not bite,None,None,No location,Uruguay,90,No Moon,2006,Win,2
1191,not bite,yellow card,referee,opponent team penalty area,Uruguay,57,No Moon,2006,Win,1
1192,not bite,Not Caught,midfielder,his team penalty area,Uruguay,77,No Moon,2006,Loss,0
1193,not bite,Yellow card,journalist,off field,Uruguay,9,No Moon,2006,Draw,2
1194,not bite,Suspended for several games,midfielder,his team penalty area,Uruguay,38,No Moon,2006,Win,0
1195,not bite,Yellow card,defender,opponent team penalty area,Uruguay,39,Half,2006,Draw,1
1196,bite,Red Card,referee,off field,Uruguay,84,No Moon,2006,Draw,0
1197,not bite,yellow card,journalist,off field,Uruguay,60,Half,2006,Win,0
1198,not bite,Red Card,journalist,off field,Uruguay,7,Half,2006,Draw,0
1199,not bite,Yellow card,forward,midfield,Uruguay,10,No Moon,2006,Draw,2
1200,not bite,None,None,No location,Uruguay,90,No Moon,2006,Win,3
1201,not bite,Suspended for several games,goalkeeper,off field,Uruguay,45,No Moon,2006,Win,1
1202,bite,Not Caught,None,opponent team penalty area,Uruguay,85,Half,2006,Draw,0
1203,not bite,None,None,No location,Uruguay,90,Full,2006,Win,1
1204,not bite,None,journalist,off field,Uruguay,21,Full,2006,Win,2
1205,not bite,Red Card,goalkeeper,midfield,Uruguay,47,Half,2006,Win,1
1206,not bite,Red Card,journalist,off field,Netherlands,16,Full,2006,Win,1
1207,not bite,None,goalkeeper,midfield,Netherlands,60,Full,2006,Win,1
1208,not bite,None,forward,his team penalty area,Netherlands,41,Half,2006,Draw,2
1209,not bite,Not Caught,forward,off field,Netherlands,52,Full,2006,Loss,2
1210,not bite,None,None,No location,Netherlands,90,No Moon,2006,Win,0
1211,not bite,Not Caught,journalist,off field,Netherlands,42,Half,2006,Win,0
1212,not bite,Red Card,goalkeeper,off field,Netherlands,34,Full,2006,Loss,0
1213,not bite,Not Caught,forward,his team penalty area,Netherlands,4,Full,2006,Loss,0
1214,not bite,None,None,No location,Netherlands,90,Full,2006,Win,3
1215,not bite,yellow card,defender,off field,Netherlands,67,Half,2006,Draw,1
1216,not bite,Suspended for several games,journalist,off field,Netherlands,48,Full,2006,Win,1
1217,not bite,None,None,No location,Netherlands,90,Half,2006,Win,1
1218,not bite,yellow card,spectator,off field,Netherlands,77,Half,2006,Draw,1
1219,bite,Not Caught,None,his team penalty area,Netherlands,80,Full,2006,Draw,0
1220,bite,Yellow card,goalkeeper,his team penalty area,Netherlands,86,No Moon,2006,Draw,2
1221,not bite,None,None,No location,Netherlands,90,Half,2006,Win,1
1222,bite,Yellow card,spectator,off field,Netherlands,90,Half,2006,Draw,0
1223,not bite,Not Caught,forward,off field,Netherlands,4,Half,2006,Loss,3
1224,bite,Not Caught,goalkeeper,midfield,Netherlands,88,Full,2006,Draw,2
1225,not bite,yellow card,referee,his team penalty area,Netherlands,27,Half,2006,Loss,0
1226,bite,None,midfielder,his team penalty area,Netherlands,84,No Moon,2006,Win,0
1227,not bite,Not Caught,forward,opponent team penalty area,Netherlands,79,Full,2006,Draw,2
1228,bite,Suspended for several games,goalkeeper,opponent team penalty area,Netherlands,82,Full,2006,Draw,3
1229,not bite,Red Card,defender,off field,Netherlands,67,Full,2006,Win,0
1230,not bite,None,None,No location,Netherlands,90,Full,2006,Win,0
1231,not bite,Suspended for several games,goalkeeper,off field,Netherlands,35,No Moon,2006,Win,4
1232,not bite,None,None,No location,Netherlands,90,No Moon,2007,Loss,0
1233,not bite,Not Caught,journalist,off field,Netherlands,26,Full,2007,Win,0
1234,bite,Yellow card,midfielder,midfield,Netherlands,88,Full,2007,Win,2
1235,not bite,None,None,No location,Netherlands,90,Full,2007,Win,0
1236,not bite,None,None,No location,Netherlands,90,Half,2007,Win,2
1237,not bite,None,None,No location,Netherlands,90,Half,2007,Loss,0
1238,not bite,Not Caught,spectator,off field,Netherlands,53,Half,2007,Win,1
1239,not bite,Suspended for several games,forward,off field,Netherlands,6,Full,2007,Loss,1
1240,not bite,None,None,No location,Netherlands,90,Half,2007,Win,1
1241,bite,Suspended for several games,defender,off field,Netherlands,89,Full,2007,Draw,1
1242,not bite,None,None,No location,Netherlands,90,No Moon,2007,Win,1
1243,not bite,Red Card,defender,off field,Netherlands,70,Full,2007,Win,0
1244,not bite,Not Caught,journalist,off field,Netherlands,29,Half,2007,Loss,2
1245,not bite,Not Caught,forward,his team penalty area,Netherlands,47,Full,2007,Draw,2
1246,not bite,Suspended for several games,defender,opponent team penalty area,Netherlands,10,Half,2007,Draw,2
1247,not bite,None,forward,midfield,Netherlands,52,Full,2007,Win,0
1248,not bite,Yellow card,forward,off field,Netherlands,90,Half,2007,Draw,1
1249,not bite,Not Caught,spectator,off field,Netherlands,57,Half,2007,Win,3
1250,not bite,None,midfielder,opponent team penalty area,Netherlands,84,Full,2007,Draw,2
1251,not bite,None,None,No location,Netherlands,90,Half,2007,Win,1
1252,not bite,yellow card,spectator,off field,Netherlands,36,Full,2007,Win,1
1253,not bite,None,None,No location,Netherlands,90,No Moon,2007,Loss,1
1254,not bite,yellow card,referee,off field,Netherlands,83,Full,2007,Loss,0
1255,not bite,None,None,No location,Netherlands,90,No Moon,2007,Loss,2
1256,not bite,yellow card,midfielder,his team penalty area,Netherlands,7,Full,2007,Win,2
1257,not bite,None,None,No location,Netherlands,90,Half,2007,Draw,2
1258,not bite,yellow card,midfielder,midfield,Netherlands,32,No Moon,2007,Win,2
1259,not bite,Yellow card,spectator,off field,Netherlands,19,Full,2007,Loss,0
1260,not bite,Red Card,referee,opponent team penalty area,Netherlands,9,Full,2007,Loss,0
1261,not bite,yellow card,journalist,off field,Netherlands,34,Full,2007,Draw,1
1262,not bite,None,None,No location,Netherlands,90,No Moon,2007,Win,2
1263,not bite,None,None,No location,Netherlands,90,No Moon,2007,Draw,1
1264,bite,Yellow card,referee,midfield,Netherlands,89,No Moon,2007,Draw,0
1265,not bite,Red Card,midfielder,opponent team penalty area,Netherlands,90,Full,2007,Loss,1
1266,bite,Red Card,defender,his team penalty area,Netherlands,85,Full,2007,Draw,0
1267,not bite,Not Caught,forward,midfield,Netherlands,58,Half,2007,Win,1
1268,not bite,Yellow card,journalist,off field,Netherlands,73,Full,2007,Draw,2
1269,not bite,Suspended for several games,journalist,off field,Netherlands,70,Full,2007,Loss,1
1270,not bite,Not Caught,None,his team penalty area,Netherlands,41,Full,2007,Win,0
1271,not bite,None,spectator,off field,Netherlands,40,Half,2007,Draw,0
1272,not bite,Yellow card,defender,opponent team penalty area,Netherlands,71,Half,2007,Draw,1
1273,not bite,Suspended for several games,forward,off field,Netherlands,50,No Moon,2007,Win,0
1274,not bite,None,None,No location,Netherlands,90,Half,2007,Draw,2
1275,not bite,None,None,No location,Netherlands,90,Full,2007,Draw,1
1276,not bite,Yellow card,midfielder,his team penalty area,Netherlands,2,Full,2007,Win,1
1277,not bite,None,None,No location,Netherlands,90,Half,2007,Draw,3
1278,not bite,None,None,No location,Netherlands,90,Half,2007,Win,2
1279,not bite,None,journalist,off field,Netherlands,78,Full,2007,Loss,3
1280,not bite,None,None,No location,Netherlands,90,Half,2007,Draw,1
1281,not bite,Not Caught,spectator,off field,Netherlands,82,Full,2007,Win,1
1282,not bite,Suspended for several games,spectator,off field,Netherlands,7,Full,2007,Loss,3
1283,not bite,None,None,No location,Netherlands,90,No Moon,2007,Draw,3
1284,not bite,Yellow card,spectator,off field,Netherlands,11,Half,2007,Draw,1
1285,not bite,Suspended for several games,defender,off field,Netherlands,61,No Moon,2007,Draw,1
1286,not bite,None,None,No location,Netherlands,90,Half,2007,Win,1
1287,not bite,None,None,No location,Netherlands,90,Full,2007,Draw,0
1288,not bite,Red Card,None,his team penalty area,Netherlands,65,Half,2007,Win,1
1289,not bite,yellow card,journalist,off field,Netherlands,64,Full,2007,Win,0
1290,not bite,None,None,No location,Netherlands,90,No Moon,2007,Draw,1
1291,bite,Not Caught,None,off field,Netherlands,82,Half,2007,Win,1
1292,bite,Suspended for several games,defender,opponent team penalty area,Netherlands,84,Full,2007,Draw,1
1293,not bite,Suspended for several games,journalist,off field,Netherlands,17,Full,2007,Loss,0
1294,not bite,None,defender,his team penalty area,Netherlands,4,No Moon,2007,Win,1
1295,not bite,Red Card,goalkeeper,his team penalty area,Netherlands,69,Full,2007,Win,1
1296,not bite,None,None,No location,Netherlands,90,Full,2007,Loss,2
1297,not bite,Not Caught,midfielder,midfield,Netherlands,24,Half,2007,Loss,2
1298,not bite,Red Card,goalkeeper,opponent team penalty area,Netherlands,30,No Moon,2007,Draw,2
1299,not bite,Red Card,goalkeeper,his team penalty area,Netherlands,8,No Moon,2007,Draw,2
1300,bite,None,referee,opponent team penalty area,Netherlands,81,No Moon,2007,Loss,1
1301,not bite,None,None,No location,Netherlands,90,Full,2007,Win,0
1302,not bite,None,None,No location,Netherlands,90,Full,2007,Loss,2
1303,not bite,Yellow card,journalist,off field,Netherlands,9,Full,2007,Draw,0
1304,bite,None,defender,his team penalty area,Netherlands,85,Full,2007,Draw,1
1305,not bite,None,None,No location,Netherlands,90,Full,2007,Win,2
1306,not bite,Red Card,midfielder,opponent team penalty area,Netherlands,62,Half,2007,Win,1
1307,not bite,None,forward,opponent team penalty area,Netherlands,2,Full,2007,Draw,1
1308,not bite,Not Caught,midfielder,opponent team penalty area,Netherlands,82,Full,2007,Win,1
1309,bite,None,None,opponent team penalty area,Netherlands,89,Full,2007,Win,0
1310,not bite,Not Caught,spectator,off field,Netherlands,21,Full,2007,Loss,2
1311,not bite,Yellow card,spectator,off field,Netherlands,74,No Moon,2007,Loss,0
1312,not bite,Red Card,defender,off field,Netherlands,44,Half,2007,Loss,1
1313,bite,Yellow card,spectator,off field,Netherlands,82,Full,2007,Loss,0
1314,bite,None,goalkeeper,off field,Netherlands,89,Full,2007,Win,0
1315,not bite,None,None,No location,Netherlands,90,Full,2007,Win,1
1316,not bite,yellow card,referee,opponent team penalty area,Netherlands,60,No Moon,2007,Loss,0
1317,bite,None,defender,opponent team penalty area,Netherlands,84,Half,2007,Draw,3
1318,not bite,Red Card,referee,off field,Netherlands,10,Full,2007,Win,1
1319,not bite,yellow card,referee,off field,Netherlands,52,No Moon,2007,Win,2
1320,not bite,yellow card,spectator,off field,Netherlands,76,Full,2007,Win,0
1321,bite,Yellow card,spectator,off field,Netherlands,90,Full,2007,Win,3
1322,bite,Not Caught,referee,opponent team penalty area,Netherlands,89,No Moon,2008,Loss,1
1323,not bite,None,None,No location,Netherlands,90,No Moon,2008,Draw,0
1324,not bite,Yellow card,goalkeeper,midfield,Netherlands,33,Half,2008,Win,3
1325,not bite,None,forward,his team penalty area,Netherlands,88,No Moon,2008,Win,0
1326,not bite,yellow card,midfielder,opponent team penalty area,Netherlands,42,Full,2008,Draw,1
1327,not bite,None,None,No location,Netherlands,90,Half,2008,Draw,1
1328,not bite,Yellow card,spectator,off field,Netherlands,17,Half,2008,Win,3
1329,bite,None,goalkeeper,his team penalty area,Netherlands,83,Half,2008,Draw,0
1330,not bite,Suspended for several games,journalist,off field,Netherlands,71,Half,2008,Draw,1
1331,not bite,Yellow card,midfielder,off field,Netherlands,5,No Moon,2008,Draw,2
1332,not bite,Yellow card,None,off field,Netherlands,26,No Moon,2008,Win,0
1333,not bite,None,None,No location,Netherlands,90,Full,2008,Loss,3
1334,not bite,None,None,No location,Netherlands,90,Full,2008,Win,0
1335,not bite,None,midfielder,midfield,Netherlands,66,Half,2008,Win,1
1336,not bite,yellow card,goalkeeper,midfield,Netherlands,61,Half,2008,Draw,1
1337,not bite,None,None,No location,Netherlands,90,Full,2008,Loss,0
1338,not bite,Suspended for several games,midfielder,opponent team penalty area,Netherlands,17,Full,2008,Loss,0
1339,not bite,Suspended for several games,referee,midfield,Netherlands,75,Full,2008,Loss,0
1340,not bite,Yellow card,defender,his team penalty area,Netherlands,34,Full,2008,Loss,0
1341,not bite,None,None,No location,Netherlands,90,Full,2008,Loss,0
1342,not bite,Yellow card,defender,opponent team penalty area,Netherlands,89,Half,2008,Loss,3
1343,not bite,None,None,No location,Netherlands,90,Half,2008,Win,0
1344,bite,Red Card,defender,off field,Netherlands,84,Half,2008,Draw,0
1345,not bite,Not Caught,defender,off field,Netherlands,38,No Moon,2008,Draw,2
1346,not bite,None,None,No location,Netherlands,90,Full,2008,Win,3
1347,not bite,Red Card,defender,off field,Netherlands,76,No Moon,2008,Win,1
1348,not bite,Red Card,defender,midfield,Netherlands,24,Half,2008,Win,3
1349,not bite,None,None,No location,Netherlands,90,Half,2008,Loss,1
1350,not bite,Not Caught,defender,his team penalty area,Netherlands,47,No Moon,2008,Draw,2
1351,bite,Not Caught,journalist,off field,Netherlands,87,Full,2008,Win,1
1352,not bite,Suspended for several games,defender,midfield,Netherlands,9,Half,2008,Draw,1
1353,not bite,yellow card,midfielder,midfield,Netherlands,82,No Moon,2008,Draw,1
1354,not bite,Suspended for several games,defender,opponent team penalty area,Netherlands,2,No Moon,2008,Loss,0
1355,not bite,Red Card,forward,his team penalty area,Netherlands,17,Full,2008,Win,2
1356,not bite,None,None,No location,Netherlands,90,No Moon,2008,Loss,2
1357,not bite,None,None,his team penalty area,Netherlands,36,Half,2008,Win,1
1358,not bite,Not Caught,spectator,off field,Netherlands,49,Full,2008,Loss,0
1359,not bite,None,goalkeeper,off field,Netherlands,63,No Moon,2008,Win,3
1360,not bite,Not Caught,goalkeeper,opponent team penalty area,Netherlands,72,Half,2008,Win,1
1361,bite,Red Card,spectator,off field,Netherlands,90,Half,2008,Loss,3
1362,not bite,None,None,No location,Netherlands,90,Full,2008,Draw,0
1363,not bite,None,None,No location,Netherlands,90,No Moon,2008,Win,0
1364,not bite,None,defender,midfield,Netherlands,19,Full,2008,Win,3
1365,not bite,None,None,No location,Netherlands,90,Full,2008,Win,0
1366,not bite,yellow card,defender,off field,Netherlands,81,Full,2008,Win,2
1367,bite,Suspended for several games,goalkeeper,his team penalty area,Netherlands,87,Full,2008,Win,2
1368,bite,Red Card,midfielder,midfield,Netherlands,84,Full,2008,Draw,2
1369,not bite,Red Card,defender,midfield,Netherlands,0,No Moon,2008,Draw,0
1370,not bite,yellow card,referee,off field,Netherlands,68,Full,2008,Loss,2
1371,not bite,Not Caught,goalkeeper,off field,Netherlands,85,Full,2008,Loss,1
1372,not bite,Red Card,forward,midfield,Netherlands,2,No Moon,2008,Win,1
1373,not bite,None,None,No location,Netherlands,90,Full,2008,Draw,1
1374,not bite,Suspended for several games,referee,his team penalty area,Netherlands,29,Full,2008,Draw,3
1375,not bite,yellow card,referee,opponent team penalty area,Netherlands,77,Full,2008,Draw,3
1376,not bite,yellow card,midfielder,opponent team penalty area,Netherlands,81,Half,2008,Win,2
1377,not bite,Suspended for several games,spectator,off field,Netherlands,30,Full,2008,Draw,2
1378,not bite,Yellow card,defender,his team penalty area,Netherlands,81,Half,2008,Win,2
1379,not bite,Yellow card,spectator,off field,Netherlands,57,Full,2008,Win,0
1380,not bite,Yellow card,defender,opponent team penalty area,Netherlands,85,No Moon,2008,Win,2
1381,not bite,Yellow card,journalist,off field,Netherlands,85,No Moon,2008,Draw,2
1382,not bite,Red Card,journalist,off field,Netherlands,77,Half,2008,Loss,1
1383,not bite,None,None,No location,Netherlands,90,Full,2008,Win,2
1384,not bite,None,forward,opponent team penalty area,Netherlands,18,Full,2008,Draw,2
1385,not bite,Yellow card,referee,midfield,Netherlands,69,Full,2008,Loss,1
1386,bite,Yellow card,forward,midfield,Netherlands,85,Half,2008,Win,2
1387,not bite,Yellow card,spectator,off field,Netherlands,69,Full,2008,Win,2
1388,not bite,None,spectator,off field,Netherlands,48,Full,2008,Win,0
1389,not bite,Red Card,goalkeeper,off field,Netherlands,25,Full,2008,Loss,1
1390,bite,Suspended for several games,referee,his team penalty area,Netherlands,86,Half,2008,Win,3
1391,not bite,None,None,No location,Netherlands,90,Half,2008,Win,3
1392,not bite,None,None,No location,Netherlands,90,No Moon,2008,Win,2
1393,not bite,Yellow card,None,his team penalty area,Netherlands,3,Half,2008,Draw,2
1394,not bite,Yellow card,referee,midfield,Netherlands,33,Full,2008,Win,3
1395,not bite,yellow card,journalist,off field,Netherlands,75,Full,2008,Draw,1
1396,not bite,Red Card,journalist,off field,Netherlands,36,Half,2008,Win,1
1397,bite,Red Card,midfielder,his team penalty area,Netherlands,88,Full,2008,Win,1
1398,not bite,Not Caught,forward,midfield,Netherlands,39,Half,2008,Draw,1
1399,not bite,Suspended for several games,spectator,off field,Netherlands,31,Full,2008,Win,0
1400,not bite,Not Caught,spectator,off field,Netherlands,36,Half,2008,Win,1
1401,bite,Suspended for several games,journalist,off field,Netherlands,89,Full,2008,Loss,1
1402,not bite,None,None,No location,Netherlands,90,Half,2008,Win,2
1403,not bite,None,None,No location,Netherlands,90,Half,2008,Draw,0
1404,not bite,Not Caught,journalist,off field,Netherlands,76,Full,2008,Win,0
1405,not bite,None,None,No location,Netherlands,90,Half,2008,Win,1
1406,not bite,Suspended for several games,forward,his team penalty area,Netherlands,69,Full,2008,Draw,0
1407,bite,Red Card,spectator,off field,Netherlands,85,Half,2008,Loss,2
1408,not bite,Not Caught,midfielder,off field,Netherlands,76,Full,2008,Win,1
1409,not bite,None,None,No location,Netherlands,90,No Moon,2009,Win,2
1410,not bite,None,spectator,off field,Netherlands,69,Half,2009,Draw,2
1411,not bite,yellow card,referee,opponent team penalty area,Netherlands,18,Full,2009,Loss,3
1412,not bite,Suspended for several games,forward,his team penalty area,Netherlands,23,Full,2009,Loss,2
1413,not bite,None,defender,opponent team penalty area,Netherlands,57,No Moon,2009,Win,2
1414,not bite,None,None,No location,Netherlands,90,Full,2009,Draw,2
1415,not bite,Not Caught,journalist,off field,Netherlands,60,Full,2009,Win,1
1416,not bite,None,None,No location,Netherlands,90,Full,2009,Win,1
1417,not bite,Red Card,goalkeeper,opponent team penalty area,Netherlands,64,No Moon,2009,Win,1
1418,not bite,Not Caught,journalist,off field,Netherlands,55,Full,2009,Loss,2
1419,not bite,yellow card,None,midfield,Netherlands,66,Full,2009,Draw,2
