IDN,AGE,COUNTRY,GENDER,IMMIGRANT,HAPPINESS
36125,70,Moldova,Female,1,7.26
75376,41,Congo-Brazzaville,Female,0,4.81
45333,85,Honduras,Female,0,5.61
98050,33,Madagascar,Male,0,4.26
74604,28,Libya,Female,0,7.68
84114,69,Swaziland,Male,0,3.63
72537,53,Chile,Male,0,7.89
64695,34,Slovakia,Male,0,6.06
94534,60,Netherlands,Male,0,8.23
26635,62,Oman,Female,0,6.98
74024,87,Indonesia,Female,0,4.67
21423,84,Philippines,Female,0,3.78
11011,28,Nigeria,Female,0,5.83
47169,41,Ireland,Male,0,7.38
18685,47,Latvia,Male,0,4.29
29952,38,Tajikistan,Male,0,4.44
16282,37,Dominican Republic,Male,0,3.21
66608,30,Lithuania,Male,1,6.83
34603,34,Burundi,Female,0,4.14
76341,60,North Cyprus,Female,0,5.48
82889,27,United Kingdom,Male,0,7.84
85734,71,El Salvador,Female,0,6.68
60902,80,Iraq,Male,0,6.37
77699,73,United Arab Emirates,Female,0,5.88
88011,61,Romania,Male,0,5.37
36778,78,Romania,Female,0,6.67
92948,86,Albania,Male,1,6.69
57009,27,Rwand2a4,Female,0,2.97
34755,25,Saudi Arabia,Female,0,6.97
53785,41,Sweden,Female,0,6.56
43254,80,Botswana,Male,0,4.98
75344,42,Croatia,Male,0,4.95
22123,43,Congo-Brazzaville,Male,0,5.02
74772,50,Turkmenistan,Female,0,4.59
41896,45,Denmark,Female,0,8.04
71891,54,Mongolia,Female,0,6.22
30345,86,Turkey,Female,0,5.71
10276,51,Iran,Male,0,5.58
46705,53,Armenia,Female,0,4.53
54946,38,Yemen,Female,0,3.63
17003,39,India,Male,0,3.20
70200,57,Serbia,Female,0,4.84
13381,77,Uruguay,Female,0,7.96
40177,47,Belgium,Male,0,7.38
32471,74,Netherlands,Male,1,6.71
12919,48,Sudan,Male,0,3.73
45771,50,Kyrgyzstan,Male,0,5.74
50230,33,Canada,Female,0,8.77
93510,83,Comoros,Female,0,4.43
64199,42,Jamaica,Female,0,5.48
33490,27,Central African Republic,Female,0,6.18
79678,58,Singapore,Male,0,7.18
49647,51,Botswana,Male,0,5.25
10920,24,Benin,Male,0,4.38
95696,59,South Africa,Female,0,6.15
19382,75,Laos,Female,0,5.35
85582,76,Japan,Female,0,5.66
37750,79,Senegal,Male,0,2.18
62917,34,Bolivia,Male,1,6.09
20603,45,Iraq,Male,0,6.88
73944,31,Singapore,Female,1,7.98
38797,34,Israel,Female,0,6.54
51312,44,Israel,Female,0,9.74
46796,48,Burkina Faso,Male,0,3.24
44898,43,Somaliland region,Female,0,5.84
88421,74,Turkey,Female,0,7.05
19959,73,Denmark,Female,0,6.52
23289,33,Indonesia,Female,0,7.37
95669,33,Jordan,Female,0,6.29
87733,43,Burundi,Male,0,3.91
57696,73,Hungary,Female,0,5.59
97089,48,El Salvador,Female,0,6.61
42391,26,Kuwait,Male,1,6.22
57855,86,Vietnam,Female,0,4.58
10023,23,Norway,Male,0,7.43
86918,85,Pakistan,Male,0,7.51
61266,83,Congo-Kinshasa,Female,0,3.52
48757,37,Japan,Female,0,5.93
64312,28,Netherlands,Female,0,9.15
20367,44,Lesotho,Male,0,5.18
26879,84,United Arab Emirates,Female,0,6.33
46693,34,Algeria,Female,0,7.53
95002,62,Vietnam,Male,0,7.07
77215,48,Afghanistan,Male,0,3.44
60380,66,India,Female,0,3.76
86124,28,Ireland,Female,0,6.52
19440,49,Argentina,Female,1,5.77
89639,39,Central African Republic,Male,0,3.80
97761,44,Italy,Female,0,7.04
54413,87,Ireland,Male,1,9.11
19254,67,Jamaica,Female,0,7.65
68900,74,Mali,Male,0,5.68
69234,26,Finland,Female,0,7.45
70362,85,Zimbabwe,Female,0,3.46
45219,59,Kuwait,Female,0,6.68
55091,42,Denmark,Female,0,7.52
42973,41,Vietnam,Male,0,6.64
70828,29,India,Female,0,5.57
63549,53,Luxembourg,Male,0,8.36
28519,23,Netherlands,Female,0,7.94
89833,32,Kenya,Male,0,4.78
94644,41,Turkey,Female,0,7.00
13242,80,Morocco,Female,0,5.64
84733,66,Guatemala,Female,0,5.25
63081,47,Kosovo,Male,0,6.36
62042,45,Kenya,Male,0,3.60
48531,52,Malaysia,Female,0,7.27
60311,59,Spain,Female,1,7.45
83518,61,Finland,Female,0,8.76
31741,82,Sudan,Male,0,6.28
70186,53,Russia,Female,0,4.55
21821,43,Uganda,Female,0,5.39
69702,76,Haiti,Male,0,3.99
42238,50,Spain,Female,0,4.92
57049,46,Bulgaria,Male,0,5.18
43685,38,Azerbaijan,Male,0,4.38
68266,45,Suriname,Female,0,7.03
32862,66,Congo-Kinshasa,Female,0,6.98
95436,71,Kosovo,Female,0,6.12
50720,35,Montenegro,Male,0,4.74
54815,31,Cameroon,Female,1,3.69
59362,46,Benin,Male,0,3.53
37263,53,India,Female,0,4.88
34449,43,Thailand,Male,1,7.62
34857,41,New Zealand,Female,1,7.62
69990,75,Mauritania,Female,0,4.25
50263,44,Czech Republic,Male,0,5.87
30631,30,Burundi,Female,0,5.46
93159,49,Guinea,Male,0,3.66
73899,52,Nigeria,Male,1,5.43
81358,43,Algeria,Female,0,5.10
28079,46,Nepal,Male,0,6.02
21939,39,Philippines,Male,0,5.40
27001,42,France,Female,1,7.56
76155,87,Morocco,Female,1,4.96
15012,50,Mali,Female,1,5.70
27335,29,Jamaica,Female,0,6.46
50513,44,Trinidad and Tobago,Female,1,7.90
46394,60,Lithuania,Female,0,6.00
14813,25,Gabon,Male,0,3.50
10555,84,Moldova,Male,0,7.31
66139,72,Portugal,Female,0,6.13
35897,61,Denmark,Female,0,8.07
94698,27,United States,Male,1,6.24
24379,45,Afghanistan,Male,0,4.71
12400,46,Kuwait,Male,0,7.51
44499,29,Nigeria,Male,0,5.47
24190,70,Algeria,Female,0,4.96
28572,62,Turkmenistan,Male,0,5.82
12040,42,Libya,Male,0,6.72
35698,54,Swaziland,Male,0,5.80
26911,65,Argentina,Female,0,6.98
33265,37,Bosnia and Herzegovina,Female,0,4.31
33485,36,Georgia,Male,0,4.80
57872,87,Benin,Female,0,5.13
38527,29,Finland,Male,0,7.85
32704,42,Comoros,Male,0,5.96
97603,71,Lithuania,Female,0,6.91
50131,70,Kuwait,Male,0,6.42
38848,55,Swaziland,Male,0,4.35
64599,35,Laos,Female,0,3.00
11424,85,Senegal,Female,0,3.00
44817,44,Qatar,Male,1,6.35
45650,44,Nepal,Male,0,3.51
64471,77,Kyrgyzstan,Male,0,5.60
47508,84,Swaziland,Female,0,4.68
91375,43,Suriname,Male,0,8.00
83390,44,Macedonia,Male,0,6.43
41332,30,Lithuania,Male,1,5.63
57910,34,Saudi Arabia,Male,0,8.50
77129,26,Ecuador,Female,0,6.74
41564,39,Kazakhstan,Male,0,4.50
21835,27,Romania,Female,0,7.18
70496,84,Armenia,Male,0,6.18
36588,51,Russia,Female,0,5.73
18214,67,Tanzania,Male,0,5.00
95658,41,Ireland,Male,0,8.76
58529,41,Yemen,Female,0,5.40
87396,46,Mozambique,Male,0,5.48
80129,76,Mauritius,Female,0,7.19
56889,82,Malaysia,Male,0,6.40
55945,76,Japan,Female,0,6.19
86528,44,Sierra Leone,Female,0,4.76
94452,71,Spain,Male,0,8.20
73804,74,Central African Republic,Female,0,5.10
43149,86,China,Female,0,7.21
22960,36,Germany,Male,0,6.25
12290,43,Morocco,Male,0,4.30
75613,39,Estonia,Male,0,8.10
34275,44,Guinea,Male,0,4.29
15115,31,Azerbaijan,Female,0,6.96
32094,28,Burkina Faso,Male,0,4.87
62340,35,Swaziland,Female,0,6.20
72495,26,Cyprus,Female,0,5.10
67573,68,United Kingdom,Male,0,7.63
27196,86,Malaysia,Male,0,7.10
96244,48,Hong Kong,Male,0,4.30
78393,48,Costa Rica,Female,1,8.26
78185,45,Togo,Male,0,4.05
83099,87,Yemen,Female,0,3.95
77158,37,Suriname,Male,0,8.13
17746,64,Congo-Brazzaville,Female,0,5.65
53858,35,Jordan,Female,0,4.84
20606,73,Dominican Republic,Male,1,7.37
68413,88,New Zealand,Male,0,8.97
29362,35,Mozambique,Female,0,5.55
45988,35,Gabon,Female,0,3.81
67558,41,Iran,Male,0,4.73
91385,77,Senegal,Male,0,3.57
61260,70,Norway,Female,0,7.13
79152,60,Argentina,Male,0,6.83
35179,40,Nicaragua,Male,0,6.72
32616,40,Burundi,Female,0,2.57
66189,53,Angola,Female,0,7.17
32973,57,Japan,Female,0,6.00
50683,58,Indonesia,Male,0,6.19
89349,27,Turkey,Female,0,5.56
85933,24,Slovakia,Male,0,7.40
73734,32,Niger,Male,0,3.27
18557,26,Bosnia and Herzegovina,Female,0,3.66
47640,76,Lithuania,Female,0,7.39
53652,72,Austria,Male,0,8.08
54443,52,Colombia,Male,0,6.98
60657,71,Brazil,Female,1,7.46
81078,37,Liberia,Female,0,2.83
72218,29,Indonesia,Female,0,5.88
63452,68,Malawi,Female,0,3.93
13969,34,Sri Lanka,Female,0,3.18
76501,89,Italy,Female,0,5.36
85122,79,Togo,Male,0,3.47
46033,31,Thailand,Male,0,7.20
42420,85,China,Male,0,6.33
70081,67,Azerbaijan,Male,0,5.34
34997,26,Zimbabwe,Male,1,6.49
17241,70,Mexico,Female,1,9.78
55295,75,Canada,Female,0,7.71
98188,55,Somaliland region,Male,0,5.75
52825,46,United Kingdom,Male,0,7.00
14771,24,North Cyprus,Male,0,6.10
27934,50,Slovakia,Female,0,6.28
79393,31,Jamaica,Male,0,4.10
70006,76,France,Female,0,5.07
80923,68,Canada,Female,1,8.74
29607,42,Ecuador,Male,0,6.82
86105,43,Chile,Male,0,7.04
49968,40,Jamaica,Male,0,5.33
50100,44,Ukraine,Female,0,4.87
66574,35,Comoros,Female,0,3.75
45030,57,Indonesia,Male,1,4.76
59971,70,China,Female,0,5.86
66343,45,Kazakhstan,Female,0,6.19
67125,32,Zambia,Female,0,4.89
46776,44,Denmark,Female,0,7.71
76140,24,Uzbekistan,Male,0,5.29
15658,55,Belarus,Male,0,6.92
18599,78,Nigeria,Male,0,5.94
56431,80,Malawi,Female,0,3.79
67813,59,Ethiopia,Male,0,6.53
33442,70,Israel,Male,0,6.86
60343,49,Iceland,Female,0,8.34
60361,84,Bulgaria,Female,0,4.40
86321,60,Ecuador,Female,1,7.16
41324,27,Swaziland,Male,0,6.78
38039,28,Venezuela,Female,0,6.83
46791,51,Cambodia,Male,0,4.84
18086,48,Germany,Male,0,7.33
14244,43,Jordan,Male,1,6.32
43769,44,Indonesia,Male,0,6.44
81113,31,Rwand2a4,Male,0,2.83
39532,63,Nicaragua,Female,0,4.35
77965,83,Denmark,Female,1,9.54
72871,81,Nicaragua,Male,0,5.80
35677,52,Mozambique,Female,0,6.65
13134,44,Myanmar,Male,0,5.14
26290,72,Israel,Male,1,7.96
96293,41,Serbia,Male,0,4.33
66726,45,Kuwait,Female,0,7.26
54463,31,Kenya,Male,0,3.18
13730,39,Colombia,Female,0,7.36
49364,25,Romania,Male,0,5.91
67489,42,Philippines,Male,1,4.81
61996,41,Costa Rica,Female,0,6.37
87440,35,Belgium,Female,0,7.75
78585,74,Bosnia and Herzegovina,Female,0,2.74
62742,77,Peru,Male,0,6.42
73426,47,Mexico,Male,1,9.47
93994,56,Comoros,Male,0,2.34
10859,44,Oman,Female,1,6.41
92110,31,Sudan,Female,0,6.16
93630,50,Norway,Male,1,7.92
82835,65,Uganda,Female,0,6.96
75873,29,Hong Kong,Female,0,4.86
72948,35,Sweden,Female,1,8.67
19903,34,Singapore,Male,1,7.12
66349,79,Canada,Female,0,8.20
48480,41,Norway,Female,0,8.98
81957,76,Madagascar,Female,0,2.24
15404,25,Kazakhstan,Male,0,7.97
95618,80,El Salvador,Female,0,8.22
29622,41,Azerbaijan,Male,0,4.85
47112,52,Croatia,Female,0,6.16
28801,37,Netherlands,Female,1,6.78
58357,44,Moldova,Female,0,5.20
84808,42,Italy,Female,1,6.98
70200,41,Swaziland,Female,0,4.68
38178,72,Taiwan,Male,0,6.52
84368,42,Cyprus,Male,0,7.72
72757,23,Oman,Female,0,6.83
85517,83,Bolivia,Male,1,9.35
63565,79,Guinea,Male,0,6.25
25483,49,Cameroon,Male,0,4.49
89223,34,Bulgaria,Male,0,3.20
39804,51,South Korea,Male,0,6.48
66610,61,Russia,Male,1,5.10
94034,57,Bahrain,Female,0,4.62
21589,68,Chile,Female,0,5.85
93827,84,Sudan,Female,0,4.81
27893,42,Jordan,Female,0,6.00
24918,79,Singapore,Male,0,7.71
56377,49,Jamaica,Female,1,6.32
96109,54,Romania,Female,0,4.16
74126,42,Macedonia,Female,0,4.28
10049,49,Lithuania,Female,0,6.16
94891,60,New Zealand,Female,0,7.47
48476,85,Costa Rica,Female,0,7.07
96557,73,Malawi,Male,0,6.14
66591,36,Australia,Female,0,6.71
84063,83,Finland,Male,0,8.33
97511,24,Singapore,Female,1,8.39
24859,28,Madagascar,Female,0,2.88
92816,42,Jordan,Female,0,6.73
58862,40,Croatia,Male,0,4.37
54470,73,China,Male,0,7.31
19451,67,Saudi Arabia,Female,0,5.91
59288,87,Turkey,Male,0,6.03
82894,40,Vietnam,Female,0,4.44
84216,43,Burundi,Male,0,4.34
16349,32,Rwand2a4,Female,0,3.66
70467,48,Croatia,Female,1,6.27
44123,30,Guatemala,Male,0,6.13
54183,41,Kenya,Male,0,6.78
93737,51,Philippines,Female,0,4.92
84399,47,United States,Female,0,7.95
20015,47,Bahrain,Female,0,5.19
61524,56,Kuwait,Male,1,8.23
32668,73,Burkina Faso,Male,0,3.65
51418,40,Iran,Female,0,6.57
94552,44,Ireland,Female,0,7.36
27696,43,Chile,Female,1,8.31
41289,53,Uganda,Female,0,4.90
45857,73,Sweden,Male,1,8.51
50118,62,Tajikistan,Male,0,2.98
41336,44,Dominican Republic,Female,0,7.04
65513,73,Tanzania,Female,0,3.23
92964,44,Israel,Male,1,7.27
42564,68,Laos,Male,0,4.28
24078,33,Liberia,Female,0,3.42
65221,83,Sudan,Male,0,3.83
57340,85,Somaliland region,Male,0,4.75
87284,70,Thailand,Female,0,5.57
35320,47,Bangladesh,Female,0,4.99
74682,42,Nicaragua,Male,0,7.10
28095,40,United States,Female,0,7.52
39183,55,Yemen,Female,0,4.49
89448,26,Bolivia,Male,0,5.94
32261,40,Gabon,Male,0,4.84
62822,88,Qatar,Female,0,8.07
92792,62,Kyrgyzstan,Female,0,6.38
96132,44,Slovakia,Female,0,4.17
13248,28,Brazil,Female,0,6.30
28164,46,Singapore,Male,0,7.03
57902,76,Brazil,Male,1,8.72
77297,44,Argentina,Female,0,7.12
29092,38,Greece,Female,0,5.64
10014,83,Colombia,Male,0,6.56
60194,34,Bulgaria,Male,0,2.41
78441,58,Egypt,Male,0,4.61
30722,47,Iraq,Male,0,5.27
74979,79,Indonesia,Male,0,5.13
44580,40,Italy,Male,0,4.79
46053,28,Jordan,Female,0,7.66
54312,34,Philippines,Male,0,3.83
48046,47,Sweden,Male,1,8.04
61243,26,Afghanistan,Male,0,5.09
81786,51,Mozambique,Female,0,4.59
34988,69,Lesotho,Female,0,5.86
87781,43,Djibouti,Female,0,4.22
27794,48,Iraq,Male,0,4.24
55095,84,Paraguay,Female,0,8.24
77968,34,Iceland,Male,0,7.72
39546,89,Australia,Male,0,8.86
81810,51,Chad,Male,0,4.78
29472,89,France,Male,1,7.34
47753,46,Vietnam,Female,0,5.61
55337,46,Bahrain,Female,0,4.45
36614,41,Bahrain,Female,0,5.38
86296,49,Botswana,Female,0,2.60
17311,36,Trinidad and Tobago,Male,0,7.04
78222,43,Algeria,Female,0,6.55
77334,48,Malawi,Female,0,2.80
67988,37,Argentina,Male,0,8.96
73654,78,Ireland,Female,0,6.99
63737,64,Dominican Republic,Female,0,5.23
80061,45,United Kingdom,Male,1,7.57
10311,43,Guinea,Male,0,3.39
31682,57,Ireland,Male,1,7.72
80488,50,Myanmar,Male,0,3.28
99197,72,Czech Republic,Female,0,7.01
54583,43,Japan,Male,0,7.01
15054,32,Belarus,Female,0,5.54
30813,83,Slovakia,Male,0,5.06
25409,24,Spain,Male,0,5.48
47804,84,Sri Lanka,Female,0,4.65
99670,51,Myanmar,Female,0,2.65
79288,58,Hungary,Male,0,6.69
31897,88,Pakistan,Male,0,3.98
35745,51,Zimbabwe,Female,0,5.89
20264,56,Kuwait,Male,1,7.58
81965,34,Uruguay,Male,0,7.32
66273,54,Malaysia,Female,0,6.00
42130,69,Guinea,Female,0,4.34
70096,62,Libya,Female,0,3.98
17805,55,Iran,Female,0,4.19
20120,41,Guinea,Male,0,4.76
62322,45,Mexico,Male,0,6.98
53937,42,Mali,Female,0,5.64
73596,78,Singapore,Female,0,6.90
51958,85,Jordan,Female,0,7.47
89841,83,Iceland,Female,0,9.46
43811,46,Romania,Male,0,6.48
87356,89,Vietnam,Male,0,6.00
60996,49,Zambia,Male,0,6.27
25240,72,Bolivia,Female,0,6.03
73319,75,Togo,Male,0,4.84
11267,44,Latvia,Male,0,4.52
56822,42,Rwand2a4,Male,0,2.75
40477,75,Paraguay,Female,1,6.53
64291,66,Guatemala,Male,1,6.70
56225,42,Colombia,Male,0,7.92
99035,54,Guatemala,Male,0,7.85
95547,54,Kuwait,Male,0,7.95
41293,78,Nepal,Female,1,6.98
36822,40,Mexico,Male,1,9.17
82549,80,Angola,Male,0,5.72
48136,76,Kuwait,Male,0,8.57
45064,81,Saudi Arabia,Male,0,8.83
46937,74,Afghanistan,Male,0,3.95
17415,26,Sudan,Female,0,6.64
68805,23,Palestinian Territories,Female,0,4.37
35414,50,Uzbekistan,Male,0,8.18
62016,37,Angola,Female,1,5.53
56718,74,Myanmar,Female,0,4.10
80849,50,South Korea,Female,0,7.50
14951,40,Peru,Female,0,5.55
97438,56,Belgium,Male,1,6.97
35291,84,Turkey,Male,0,7.62
48234,87,Myanmar,Female,0,4.69
48037,43,Uzbekistan,Male,0,5.72
23338,81,Oman,Male,0,7.10
87864,41,Sri Lanka,Female,0,3.18
82455,59,Panama,Female,0,6.56
46819,49,Singapore,Male,0,7.59
83270,48,Georgia,Female,0,2.26
50613,24,Austria,Female,1,8.91
65735,57,Bulgaria,Male,0,3.85
23730,29,Palestinian Territories,Female,0,5.22
53145,41,Lebanon,Female,0,5.19
21960,42,Iran,Male,0,7.00
42007,36,Morocco,Female,0,3.89
53757,48,Costa Rica,Male,0,6.89
42057,46,Bolivia,Male,0,6.77
40191,41,Syria,Male,0,4.16
38143,28,Nigeria,Female,0,6.14
76935,88,Algeria,Male,0,5.93
70966,64,Tanzania,Male,0,4.52
16684,76,Iceland,Male,1,9.04
43601,29,Kosovo,Female,1,6.10
60997,49,Italy,Female,1,5.40
39807,37,Swaziland,Female,0,4.09
90227,68,Israel,Male,0,5.98
17463,52,Uzbekistan,Female,0,6.96
18218,72,Spain,Female,0,5.96
61551,50,Palestinian Territories,Female,0,3.49
56374,43,Benin,Male,0,3.44
24194,31,Kenya,Male,0,2.85
31409,41,El Salvador,Male,0,6.45
40441,35,Togo,Female,0,2.82
27629,66,United States,Female,1,9.44
56893,29,Congo-Brazzaville,Male,0,5.01
85156,59,Panama,Male,0,6.03
69536,47,Slovenia,Female,0,6.57
91691,72,Brazil,Female,1,7.03
88476,48,Guinea,Male,0,3.09
96394,40,Bosnia and Herzegovina,Male,0,4.07
70474,74,Uruguay,Female,0,5.33
76278,34,Honduras,Male,0,6.74
20910,66,Sierra Leone,Male,0,3.45
18984,48,Japan,Female,1,6.59
62787,38,Panama,Male,1,9.64
72309,43,Cameroon,Female,0,3.84
88455,47,Mauritius,Female,0,7.88
87889,31,France,Female,0,7.36
62542,35,Sierra Leone,Male,0,3.39
29016,81,Iran,Male,0,3.99
33013,48,Poland,Male,0,5.90
95732,80,Indonesia,Male,0,7.19
43557,89,Czech Republic,Female,0,5.47
68655,84,Turkey,Female,1,4.34
29007,71,Colombia,Female,0,6.80
80217,24,Nigeria,Male,0,6.86
52800,79,Iraq,Female,0,7.09
36263,78,Paraguay,Female,0,6.63
70182,43,Djibouti,Male,1,4.83
76843,25,Nigeria,Male,0,4.12
58927,49,Uzbekistan,Female,0,6.29
43917,82,Nigeria,Female,0,6.03
56204,50,Sri Lanka,Male,0,4.43
14388,74,Malawi,Female,0,5.88
19848,35,Norway,Male,1,7.69
32243,76,Poland,Female,0,5.77
18542,88,Bosnia and Herzegovina,Male,0,5.00
17772,39,Oman,Female,0,5.92
28983,47,Botswana,Female,0,3.29
86540,41,United States,Male,0,8.12
91901,49,Luxembourg,Female,0,8.40
58309,89,Guatemala,Female,1,6.70
82896,85,Panama,Male,0,6.81
78794,77,Gabon,Female,0,5.99
51730,73,Mongolia,Female,0,3.37
38451,63,Egypt,Male,0,4.57
59758,69,Serbia,Female,0,3.12
50412,51,Niger,Male,0,6.32
90160,44,Iran,Female,0,4.59
25868,69,New Zealand,Male,0,6.70
15653,29,Chad,Male,0,5.88
43463,32,Jordan,Male,0,7.30
26441,38,Paraguay,Male,0,4.74
63517,58,Uganda,Female,0,6.40
97713,23,Guatemala,Female,0,4.84
30382,55,Djibouti,Male,0,6.92
93232,55,Finland,Male,1,9.87
86485,81,Peru,Male,0,5.12
39906,75,Luxembourg,Female,0,5.84
44080,67,Ecuador,Female,0,4.27
58984,70,Thailand,Female,0,7.17
31218,44,Jordan,Male,0,7.40
55907,81,Laos,Male,0,3.47
38023,40,Armenia,Male,0,2.89
28148,75,Switzerland,Male,0,7.45
81025,61,Peru,Male,0,7.43
57770,49,Swaziland,Male,0,5.82
19006,44,Singapore,Female,0,9.13
60018,82,Congo-Brazzaville,Male,0,5.31
93728,40,Ukraine,Female,1,7.69
40946,82,Cameroon,Female,0,5.48
69594,86,Gabon,Female,0,4.21
71209,58,Botswana,Male,0,4.89
85380,78,Venezuela,Male,0,8.67
22157,74,Kenya,Female,0,5.78
50075,72,Rwand2a4,Female,0,5.00
51269,89,North Cyprus,Female,0,6.30
32017,86,United Arab Emirates,Female,1,7.34
11367,47,Israel,Female,0,6.84
95606,46,Kazakhstan,Male,0,6.15
94659,49,Sierra Leone,Female,0,4.41
94112,73,Romania,Male,0,6.15
12654,64,New Zealand,Male,0,6.63
49510,77,Laos,Male,0,4.60
37257,46,Sri Lanka,Male,0,3.53
46473,52,Romania,Male,0,4.51
75903,42,Spain,Male,0,5.15
54919,67,Bulgaria,Female,0,3.86
55521,79,Nepal,Male,0,4.17
17038,48,Peru,Male,0,7.97
86347,41,Iraq,Male,0,5.64
62456,67,Laos,Female,0,4.45
27505,48,Uruguay,Female,0,6.60
93989,37,Niger,Male,0,4.39
69269,34,Hungary,Male,0,6.33
98012,58,Ireland,Male,0,6.84
39465,31,South Korea,Female,0,7.52
77061,36,Nepal,Female,0,5.90
92807,88,Zambia,Female,0,5.21
67749,35,Armenia,Female,0,5.16
83092,46,Sri Lanka,Male,0,3.16
10586,48,Luxembourg,Male,0,7.26
49897,28,Cameroon,Male,0,3.24
36692,56,Ireland,Female,0,9.02
76920,49,Iran,Male,0,4.57
21047,43,Ukraine,Female,0,4.27
83507,45,France,Female,0,6.97
46890,54,Azerbaijan,Male,0,6.09
90247,40,Honduras,Female,0,7.38
72959,87,Botswana,Male,0,4.34
78503,46,Ecuador,Male,0,5.87
87283,64,Niger,Male,0,3.12
59033,25,Mauritius,Male,1,7.06
50256,34,China,Female,0,3.66
24013,82,Benin,Female,0,4.17
39250,43,Bulgaria,Male,0,3.83
79754,81,Angola,Female,0,6.36
28132,48,Iraq,Female,0,4.78
76137,48,Djibouti,Male,0,6.47
61878,73,Colombia,Female,0,5.62
56653,44,South Korea,Male,1,6.72
16003,41,United Arab Emirates,Female,1,9.76
97431,32,Malawi,Female,0,2.98
33342,41,Venezuela,Male,0,7.90
72532,85,Hungary,Male,0,5.00
75993,28,Latvia,Female,0,4.74
20931,75,Pakistan,Female,0,4.79
67158,62,Niger,Male,0,4.71
55568,28,Moldova,Female,0,4.63
73685,42,Honduras,Female,0,4.53
81724,50,Kyrgyzstan,Male,0,6.94
24804,79,Burundi,Male,0,5.28
55050,36,China,Male,0,6.98
65519,26,Ethiopia,Female,0,4.68
59916,89,Iraq,Female,0,4.96
21491,45,Pakistan,Female,0,4.75
95251,82,Bosnia and Herzegovina,Male,0,5.66
26805,61,Tunisia,Male,0,5.58
72718,87,Yemen,Male,0,5.21
65006,67,Cyprus,Male,0,7.68
28216,40,Honduras,Female,0,5.24
54420,46,United States,Male,0,7.23
26876,24,Rwand2a4,Female,0,3.88
86933,50,Croatia,Female,0,5.69
35380,45,Slovenia,Female,0,7.57
22414,59,Congo-Brazzaville,Female,0,4.31
81802,66,Portugal,Male,0,4.13
33993,56,Slovakia,Male,0,6.18
49546,52,Somaliland region,Female,0,3.77
48851,32,Senegal,Male,0,4.10
97003,88,Oman,Male,0,7.90
92378,83,India,Female,0,5.17
90412,55,Tanzania,Female,0,4.93
40267,30,Bangladesh,Male,0,4.38
24331,28,Morocco,Male,0,6.66
27637,43,Kyrgyzstan,Male,1,5.19
42404,75,Mozambique,Female,0,6.87
16445,76,Dominican Republic,Female,0,4.98
94252,40,Madagascar,Female,0,4.77
10754,39,Trinidad and Tobago,Male,1,5.24
88752,69,Kuwait,Male,0,6.37
91863,63,Macedonia,Male,0,6.12
73140,40,Romania,Female,0,4.62
91483,53,Bosnia and Herzegovina,Female,0,4.87
97261,60,Venezuela,Female,1,9.86
42305,54,Kazakhstan,Male,0,4.69
10791,79,Belarus,Female,0,6.93
29297,33,Syria,Male,0,2.33
18951,57,Bulgaria,Female,0,5.76
41175,46,Malawi,Male,0,4.12
18822,44,Slovakia,Male,0,8.13
19091,76,Hungary,Female,0,6.16
28448,42,China,Female,0,4.72
18652,50,Lebanon,Male,0,6.38
29450,89,North Cyprus,Male,1,6.70
22137,60,Turkmenistan,Female,0,4.77
40570,57,Nigeria,Female,0,5.80
18560,48,Armenia,Male,0,2.73
49710,44,Romania,Female,0,6.32
74857,42,Lithuania,Female,0,6.72
46417,41,Iceland,Male,0,7.86
39289,83,Guatemala,Male,0,6.35
86280,81,Mali,Female,0,5.81
10468,63,France,Female,0,8.34
61879,41,Lebanon,Female,0,6.32
32724,23,Nigeria,Female,0,6.29
65264,31,Nigeria,Male,0,4.73
95495,42,Palestinian Territories,Female,0,5.33
72120,55,Hong Kong,Male,0,8.07
53338,41,Turkmenistan,Female,1,5.49
20280,27,Montenegro,Female,0,5.80
96492,76,Jamaica,Male,0,4.58
16888,68,Belgium,Male,1,6.31
29729,48,Canada,Male,0,6.99
78624,69,United Kingdom,Female,0,7.64
66238,87,Uruguay,Male,0,5.70
29356,50,Laos,Male,0,4.61
59101,43,Montenegro,Male,0,7.47
79167,42,Comoros,Male,0,3.59
71893,26,Croatia,Female,0,7.49
68400,27,United Kingdom,Female,1,7.75
58132,23,Bolivia,Female,0,5.82
63348,44,Benin,Female,0,1.89
37470,42,Serbia,Female,1,5.46
86251,34,India,Female,1,6.75
76917,50,Iraq,Male,0,6.11
30482,47,Finland,Male,0,7.17
84119,50,Tanzania,Male,0,5.34
48876,53,Macedonia,Female,0,4.34
79310,62,North Cyprus,Female,0,5.09
13923,86,Congo-Brazzaville,Female,0,5.26
35495,71,South Africa,Male,0,5.22
37932,65,Rwand2a4,Female,0,3.43
13788,54,Costa Rica,Male,1,7.12
44597,36,Estonia,Female,0,4.52
92634,87,Malta,Female,0,4.65
88520,44,Sri Lanka,Female,0,4.14
28898,67,Serbia,Male,0,4.51
28162,29,Norway,Female,1,9.92
63268,35,Paraguay,Female,0,7.44
98635,37,Nepal,Male,0,4.25
38934,38,Estonia,Female,0,4.82
77615,43,Sudan,Female,0,3.74
10389,81,Spain,Male,0,6.78
24069,47,Benin,Female,0,3.49
60954,89,Australia,Male,0,6.92
13228,34,Paraguay,Male,0,7.48
